Run,Model,Accuracy,Precision,Recall,F1,Train Accuracy,Train Loss,Val Accuracy,Val Loss
1,MobileNet (Mel),0.9642857142857143,0.961904761904762,0.9657894736842105,0.9619306603088017,1.0,3.833611572190421e-06,0.9642857313156128,0.15886043012142181
1,MobileNet (MFCC),0.9375,0.9422217577108882,0.9337803643724696,0.9353014083617532,1.0,3.321043777759769e-06,0.9375,0.20988355576992035
2,MobileNet (Mel),0.9821428571428571,0.9862903225806452,0.9784722222222223,0.9818707847665342,1.0,2.5697860110085458e-05,0.9821428656578064,0.04592141881585121
2,MobileNet (MFCC),0.9642857142857143,0.9700587153367289,0.9624353351327036,0.9656119940252536,1.0,4.2448345993761905e-06,0.9642857313156128,0.0920170396566391
3,MobileNet (Mel),0.9464285714285714,0.9444444444444445,0.9449561403508772,0.9433385065198191,1.0,1.966012132470496e-05,0.9464285969734192,0.17725250124931335
3,MobileNet (MFCC),0.9464285714285714,0.9616477272727272,0.9456505847953217,0.9505515513071333,1.0,4.04455795433023e-06,0.9464285969734192,0.28539541363716125
4,MobileNet (Mel),0.9910714285714286,0.9916666666666667,0.9871794871794872,0.989059829059829,1.0,2.828706601576414e-05,0.9910714030265808,0.23531818389892578
4,MobileNet (MFCC),0.9553571428571429,0.9585039448716667,0.94804318488529,0.9520125761497633,1.0,7.313740206882358e-05,0.9642857313156128,0.14447812736034393
5,MobileNet (Mel),0.9642857142857143,0.9737103174603176,0.9552350427350428,0.9627654183660859,1.0,9.061095624929294e-06,0.9642857313156128,0.2445661574602127
5,MobileNet (MFCC),0.9642857142857143,0.9642439431913116,0.9544759334233018,0.9578947368421052,1.0,1.0597649634291884e-05,0.9642857313156128,0.27038684487342834
6,MobileNet (Mel),0.9821428571428571,0.9841269841269842,0.9833333333333334,0.983094681472823,1.0,3.783740339713404e-06,0.9821428656578064,0.05752275139093399
6,MobileNet (MFCC),0.9732142857142857,0.974867724867725,0.9769005847953217,0.9753282943960909,1.0,3.190366214766982e-06,0.9732142686843872,0.07450396567583084
7,MobileNet (Mel),0.9375,0.9406381486676016,0.9225314889788575,0.9288564450224946,1.0,3.970232864958234e-05,0.9464285969734192,0.22321471571922302
7,MobileNet (MFCC),0.9642857142857143,0.9697994987468673,0.9624353351327036,0.9652961705338616,1.0,1.220726244355319e-05,0.9642857313156128,0.22146236896514893
8,MobileNet (Mel),0.9910714285714286,0.9880952380952381,0.9888888888888889,0.9880800340570456,1.0,3.046356596314581e-06,0.9910714030265808,0.02139449305832386
8,MobileNet (MFCC),0.9821428571428571,0.9777777777777779,0.9824561403508771,0.978835978835979,1.0,2.1204197764745913e-05,0.9732142686843872,0.05751674249768257
9,MobileNet (Mel),0.9642857142857143,0.9604966717869944,0.9585891812865498,0.9582407697572087,1.0,5.3417147682921495e-06,0.9642857313156128,0.07690694183111191
9,MobileNet (MFCC),0.9553571428571429,0.9651725589225589,0.9544956140350878,0.9588740526240528,1.0,2.847405539796455e-06,0.9553571343421936,0.10197534412145615
10,MobileNet (Mel),0.9375,0.9407894736842106,0.927595029239766,0.9288210472274637,1.0,3.8848124859214295e-06,0.9375,0.17898285388946533
10,MobileNet (MFCC),0.9553571428571429,0.9610119047619049,0.9538011695906433,0.9555974628647971,1.0,2.146301994798705e-05,0.9464285969734192,0.16445481777191162
11,MobileNet (Mel),0.9732142857142857,0.9809139784946237,0.9752558479532164,0.9776489258244944,1.0,3.300507160020061e-06,0.9732142686843872,0.0792711153626442
11,MobileNet (MFCC),0.9821428571428571,0.9842069892473119,0.9791666666666666,0.980780304365709,1.0,7.312378875212744e-05,0.9732142686843872,0.16809196770191193
