Run,Model,Accuracy,Precision,Recall,F1,Train Accuracy,Train Loss,Val Accuracy,Val Loss
19,MobileNet (Mel),0.8928571428571429,0.8935114906177525,0.8891531713900135,0.8893099007853108,1.0,0.029051795601844788,0.8928571343421936,0.29565006494522095
19,MobileNet (MFCC),0.9107142857142857,0.9064951651158548,0.911493477282951,0.9085573622296788,1.0,0.007495389319956303,0.9107142686843872,0.2243005931377411
20,MobileNet (Mel),0.9196428571428571,0.926541689472724,0.9234817813765183,0.9235037695239847,0.9977628588676453,0.03615705296397209,0.9196428656578064,0.3615490794181824
20,MobileNet (MFCC),0.9285714285714286,0.9326812752269142,0.9258209626630679,0.9277680031841768,1.0,0.006457135546952486,0.9285714030265808,0.16933481395244598
21,MobileNet (Mel),0.9017857142857143,0.9046540455262565,0.9107456140350877,0.9036573960029401,1.0,0.013873674906790257,0.9017857313156128,0.2391827404499054
21,MobileNet (MFCC),0.9464285714285714,0.9464597902097903,0.9457686684660369,0.9449433643872248,1.0,0.006519570481032133,0.9464285969734192,0.12172140926122665
22,MobileNet (Mel),0.8660714285714286,0.895276292335116,0.8596013270355375,0.8737955651925952,0.9977628588676453,0.03600435331463814,0.8660714030265808,0.3506622314453125
22,MobileNet (MFCC),0.9017857142857143,0.9118761140819963,0.889827935222672,0.8974815215963918,1.0,0.006093207746744156,0.9017857313156128,0.26517343521118164
23,MobileNet (Mel),0.8839285714285714,0.8881226053639848,0.8883856275303644,0.8856621202033242,0.9977628588676453,0.04377599060535431,0.8839285969734192,0.42220279574394226
23,MobileNet (MFCC),0.9017857142857143,0.9021257196713587,0.9002642825011247,0.8988659381530795,1.0,0.006087655667215586,0.9017857313156128,0.27907997369766235
24,MobileNet (Mel),0.8839285714285714,0.9039696106362772,0.9011414754835808,0.8986548381285223,0.9977628588676453,0.05032205581665039,0.8839285969734192,0.40368857979774475
24,MobileNet (MFCC),0.9375,0.9392473118279571,0.928087044534413,0.9328331028996614,1.0,0.006320869084447622,0.9375,0.23615624010562897
25,MobileNet (Mel),0.8482142857142857,0.8503690044212364,0.8500815339631128,0.8479702074550534,0.9977628588676453,0.036237139254808426,0.8482142686843872,0.4941897988319397
25,MobileNet (MFCC),0.9375,0.9475869514472457,0.934474808816914,0.9395997610513741,1.0,0.005937473848462105,0.9375,0.19810064136981964
26,MobileNet (Mel),0.9017857142857143,0.9188419767367136,0.898692645074224,0.9057876896786313,1.0,0.02419416420161724,0.9017857313156128,0.31840798258781433
26,MobileNet (MFCC),0.9196428571428571,0.9284321255383875,0.9193882141250561,0.9228202792956891,1.0,0.00595233915373683,0.9196428656578064,0.18948158621788025
27,MobileNet (Mel),0.9017857142857143,0.9237225193107546,0.8924342105263157,0.9033096341014408,0.9977628588676453,0.040412694215774536,0.9017857313156128,0.3251391351222992
27,MobileNet (MFCC),0.9464285714285714,0.9510404799878485,0.9433114035087721,0.9443160474153642,1.0,0.006570398807525635,0.9464285969734192,0.16455374658107758
28,MobileNet (Mel),0.9107142857142857,0.9096682638349304,0.917113697705803,0.9103418925062984,1.0,0.01978953182697296,0.9107142686843872,0.23131288588047028
28,MobileNet (MFCC),0.9553571428571429,0.9622355521155831,0.9520917678812415,0.9561033652884247,1.0,0.006293740123510361,0.9553571343421936,0.11241991817951202
29,MobileNet (Mel),0.9375,0.9296816604625935,0.9323183760683761,0.9297723619757519,1.0,0.019760921597480774,0.9375,0.28338080644607544
29,MobileNet (MFCC),0.9821428571428571,0.9818627450980393,0.9801169590643276,0.9804243597347045,1.0,0.006264722906053066,0.9821428656578064,0.11801918596029282
30,MobileNet (Mel),0.9196428571428571,0.9367823152652873,0.9156067251461989,0.9232499247266509,1.0,0.0449623204767704,0.9196428656578064,0.3283408284187317
30,MobileNet (MFCC),0.9464285714285714,0.9539517195767195,0.9505847953216374,0.9512926905400024,1.0,0.0067995828576385975,0.9464285969734192,0.16304539144039154
