Run,Model,Accuracy,Precision,Recall,F1,Train Accuracy,Train Loss,Val Accuracy,Val Loss
1,VGGish,0.9464285714285714,0.9505935438691605,0.9433198380566802,0.9450743973694794,1.0,0.007947615347802639,0.9464285969734192,0.18524591624736786
2,VGGish,0.9375,0.9427858220961669,0.9417397660818714,0.9404027563459835,1.0,0.001807063934393227,0.9375,0.15969955921173096
3,VGGish,0.9196428571428571,0.9264286911345735,0.9106162843004948,0.917154140214485,1.0,0.024954911321401596,0.9196428656578064,0.2200549691915512
4,VGGish,0.9642857142857143,0.9729437229437229,0.9609283625730994,0.9655079227752569,1.0,0.002762388903647661,0.9642857313156128,0.17261698842048645
5,VGGish,0.9553571428571429,0.9553921568627453,0.9479700854700855,0.9497363523573202,1.0,0.00496388366445899,0.9553571343421936,0.17797107994556427
6,VGGish,0.9732142857142857,0.9737677527151213,0.9745614035087721,0.9737525486769286,1.0,0.0038664769381284714,0.9732142686843872,0.11868792027235031
7,VGGish,0.9642857142857143,0.9646978799355709,0.9575742240215925,0.960290701533152,1.0,0.013916448689997196,0.9642857313156128,0.1803431212902069
8,VGGish,0.9553571428571429,0.9559855521155831,0.9570175438596492,0.9560131372860156,1.0,0.004588727839291096,0.9553571343421936,0.12548106908798218
9,VGGish,0.9375,0.9443392255892257,0.9329678362573098,0.9351911024324818,1.0,0.01284870132803917,0.9375,0.1733657270669937
10,VGGish,0.9017857142857143,0.9124528223199949,0.9027862123256861,0.9058123418779157,1.0,0.013129216618835926,0.9017857313156128,0.30701136589050293
11,VGGish,0.9642857142857143,0.9673611111111112,0.9609283625730994,0.9623361642271542,1.0,0.0012671896256506443,0.9642857313156128,0.1582842320203781
12,VGGish,0.9107142857142857,0.9238445378151261,0.9170687134502925,0.9146299464175809,1.0,0.005441972985863686,0.9107142686843872,0.20773842930793762
13,VGGish,0.9107142857142857,0.9080148188307581,0.9010768106162844,0.9031361725761089,1.0,0.012921838089823723,0.9107142686843872,0.21514225006103516
14,VGGish,0.9821428571428571,0.9856725146198831,0.9856725146198831,0.9856725146198831,1.0,0.00039478440885432065,0.9821428656578064,0.0435769222676754
15,VGGish,0.9642857142857143,0.963888888888889,0.9657894736842105,0.9632597925701374,1.0,0.004803862422704697,0.9642857313156128,0.06792277842760086
16,VGGish,0.9553571428571429,0.9585891812865498,0.9544956140350878,0.9542849058129196,1.0,0.005322257522493601,0.9553571343421936,0.16462519764900208
17,VGGish,0.9642857142857143,0.96015406162465,0.9697002923976608,0.9641505101275216,1.0,0.006187019869685173,0.9642857313156128,0.11883286386728287
18,VGGish,0.9821428571428571,0.9848197343453511,0.9824561403508772,0.9832082455033274,1.0,0.00044560074456967413,0.9821428656578064,0.042875099927186966
19,VGGish,0.9464285714285714,0.9514166239972693,0.9466008771929824,0.9481729423255224,1.0,0.008970881812274456,0.9464285969734192,0.2140420526266098
20,VGGish,0.9285714285714286,0.9250175070028012,0.9290570175438596,0.9259560054404687,1.0,0.005439938977360725,0.9375,0.200405091047287
21,VGGish,0.9732142857142857,0.9716202270381836,0.9752558479532164,0.9732516962668614,1.0,0.0008824319229461253,0.9732142686843872,0.10947494953870773
22,VGGish,0.9553571428571429,0.9595588235294118,0.9544956140350878,0.955305577886223,1.0,0.005851803347468376,0.9553571343421936,0.1140127182006836
23,VGGish,0.9285714285714286,0.925204248366013,0.9313961988304095,0.9240019240019239,1.0,0.0020160905551165342,0.9285714030265808,0.11713200807571411
24,VGGish,0.9464285714285714,0.9550211213517666,0.9448914754835808,0.9487940194292653,1.0,0.02680331841111183,0.9375,0.24235257506370544
25,VGGish,0.9553571428571429,0.9570018796992482,0.9474134053081422,0.9509239411616323,1.0,0.0058616455644369125,0.9553571343421936,0.15873636305332184
26,VGGish,0.9375,0.9391641714156928,0.9384502923976608,0.9326558398592297,1.0,0.0375281423330307,0.9285714030265808,0.3306070864200592
27,VGGish,0.9553571428571429,0.9578509476142553,0.9553081421502475,0.9559010717336861,1.0,0.007381448056548834,0.9553571343421936,0.19306574761867523
28,VGGish,0.9464285714285714,0.942587456818956,0.937061403508772,0.9356203979154798,1.0,0.0021076041739434004,0.9464285969734192,0.15370266139507294
29,VGGish,0.9107142857142857,0.926094276094276,0.903415991902834,0.9129680992584218,1.0,0.007619623094797134,0.9107142686843872,0.1566869169473648
30,VGGish,0.9464285714285714,0.9518762183235868,0.941675101214575,0.9462458702335613,1.0,0.006820230279117823,0.9375,0.2602683901786804
